Latitude,Longitude,Name,Formatted Address,Elevation,Photo
34.1172608955743,-118.259634138269,Larga & Glendale Parking Lot,3528 Larga Ave,124.728874206543,No
33.7371418510374,-118.287299112935,8th & Pacific Parking Lot,474 W 8th St,25.38136291503906,Yes
34.0986508894164,-118.332677149224,Schrader & Sunset Parking Lot,1533 N Schrader Blvd,109.4158096313477,No
33.7816548572207,-118.263778112938,Marine & Anaheim Parking Lot,928 Marine Ave,8.586618423461914,Yes
34.0446578767002,-118.455202165757,Barry & Santa Monica Parking Lot,1516 Barry Ave,65.90425109863281,Yes
34.0463758765179,-118.45243516509,Butler & Santa Monica Parking Lot,1530 Butler Ave,72.57511901855469,Yes
34.0466738769336,-118.450180165592,Corinth & Santa Monica Parking Lot,1547 Corinth Ave,75.08207702636719,Yes
34.047437876871,-118.447979165422,Beloit & Santa Monica Parking Lot,1611 Beloit Ave,75.78824615478516,Yes
34.0457608772102,-118.448136164688,Idaho & Sawtelle Parking Lot,11312 Idaho Ave,72.14051055908203,Yes
34.0446578769737,-118.452782165437,Colby & Santa Monica Parking Lot,1615 Colby Ave,68.35840606689453,No
34.0732898931316,-118.217443127758,Ave 22 & Broadway Parking Lot,221 Avenue 22,105.2764663696289,Yes
34.0730218930168,-118.21713512808,Ave 24 & Broadway Parking Lot,216 Avenue 24,104.7961959838867,No
34.0725338934205,-118.215445127674,Daly & Broadway Parking Lot,2334 Daly St,103.3850173950195,No
34.0743678933336,-118.21717712785,Ave 24 & Pasadena Parking Lot,154 Ave 24,107.154052734375,No
34.0740478930885,-118.214245127493,Workman & Ave 26 Parking Lot,2416 Workman St,105.3439483642578,No
34.0768388914119,-118.259444135193,Lemoyne & Sunset Parking Lot,1152 Lemoyne St,122.2822265625,Yes
34.0764838906075,-118.25858613528,Logan & Sunset Parking Lot,1146 Logan St,121.5451049804688,Yes
34.0858728966526,-118.176860121587,Navarro & Eastern Parking Lot,4883 Navarro St,142.7530212402344,No
33.9589048766192,-118.278739129059,87th & Grand Parking Lot,323 W 87th St,40.52533721923828,No
34.1220428994906,-118.20544613029,Ave 51 & Meridian Parking Lot,5058 Meridian St,173.5623779296875,Yes
34.1205958986559,-118.206321130197,Lincoln & Ave 50 Parking Lot,5033 Lincoln Ave,169.5733642578125,Yes
34.1018708892378,-118.334625150317,Cherokee & Hollywood Parking Garage,1710 Cherokee Ave,116.2301864624023,Yes
34.1091158986505,-118.192478126135,Ave 57 & Figueroa Parking Lot,124 S Avenue 57,164.5865631103516,No
34.1096208984866,-118.191952126064,Ave 58 & Figueroa East Parking Lot,117 S Avenue 58,165.5631256103516,No
34.2015508859195,-118.602745203489,Jordan & Sherman Way Parking Lot,7220 Jordan Ave,243.7512664794922,Yes
34.1043678927455,-118.290569142423,Russell & Vermont Parking Lot,4642 Russell Ave,137.7250061035156,No
34.0774788905983,-118.260571135456,Glendale & Sunset Parking Lot,1146 Glendale Blvd,118.9080581665039,Yes
33.9613058772486,-118.278476129478,Broadway & Manchester Parking Lot,8509 S Broadway,40.89290618896484,Yes
34.0775568910083,-118.258763134816,Sunset & Logan Parking Lot,1711 Sunset Blvd,123.0404739379883,Yes
34.0619778789041,-118.446476165493,Broxton & Westwood Parking Garage,1036 Broxton Ave,99.50342559814453,Yes
34.0462788727314,-118.524737178181,Sunset & Swarthmore Parking Lot,15216 W Sunset Blvd,95.4056167602539,Yes
34.0476038903735,-118.208515124677,Breed & Cesar Chavez Parking Lot,318 N Breed St,102.7943954467773,No
33.7395678512969,-118.286781112878,5th & Pacific Parking Lot,445 W 5th St,27.06608963012695,Yes
33.7380418511405,-118.287049112729,7th & Pacific Parking Lot,460 W 7th St,26.5465202331543,Yes
34.0414968776917,-118.426821161296,Malcolm & Pico Parking Lot,2386 Malcolm Ave,54.62641906738281,No
34.1384339006863,-118.213277132701,Caspar & Merton Parking Lot,5063 Caspar Ave,171.2454071044922,Yes
34.1999748859026,-118.600477202755,Remmet & Sherman Way West Parking Lot,7141 Remmet Ave,242.9347686767578,No
34.0559298819565,-118.384601154967,Clark & Pico Parking Garage,1156 Clark Dr,42.42285537719727,Yes
34.0549458811379,-118.385178154392,Pico & Robertson Parking Lot,8866 Pico Blvd,42.74573516845703,No
34.1434118906207,-118.399047164514,Ventura & Laurel Canyon Parking Garage,12225 Ventura Blvd,188.3370056152344,Yes
34.0605598871512,-118.291483139902,Vermont & Wilshire Parking Lot,682 S Vermont Ave,74.22013854980469,Yes
34.0634648877408,-118.291797139684,Vermont & 6th Parking Lot,601 S Vermont Ave,76.08258819580078,Yes
34.0747448871894,-118.323777146593,Larchmont & 1st Parking Lot,209 N Larchmont Blvd,77.31646728515625,Yes
34.1098138988234,-118.193238126493,Ave 57 & Marmion Parking Lot,123 N Avenue 57,165.0921783447266,No
33.7804618571067,-118.262715112618,Avalon & I St Parking Lot,835 Avalon Blvd,7.549661636352539,Yes
34.0725368932339,-118.214245127184,Workman & Broadway Parking Lot,2332 Workman St,103.0595016479492,No
34.0444098779894,-118.421660160271,Prosser & Pico Parking Lot,2367 Prosser Ave,61.40769195556641,Yes
33.7341028512889,-118.288661112655,11th & Pacific Parking Lot,529 11th St,27.59001541137695,Yes
33.959472876884,-118.276923128845,86th & Broadway Parking Lot,239 W 86th Pl,40.81501007080078,No
33.9858418693577,-118.467861162945,Dell & Venice Parking Lot,2150 Dell Ave,2.475784778594971,No
34.1003288898172,-118.326877148584,Vine & Hollywood Parking Lot,1625 N Vine St,112.7168426513672,Yes
34.0748358841616,-118.383977156791,Robertson & Alden Parking Garage,123 S Robertson Blvd,53.20854187011719,No
34.1997738854459,-118.602745203051,Jordan & Gault Parking Lot,7128 Jordan Ave,243.2567596435547,Yes
34.1676558818661,-118.604280201345,Don Pio & Costanso Parking Lot,21901 W Costanso St,273.7424926757812,No
34.0401768778476,-118.430120161121,Midvale & Pico Parking Lot,2377 Midvale Ave,55.84513092041016,Yes
34.1167878958292,-118.260132138913,Garden & Glendale Parking Lot,3528 Garden Ave,123.7208023071289,Yes
34.2020588892367,-118.537245192536,Baird & Wyandotte Parking Lot ,7246 Baird Ave,225.8879089355469,Yes
34.0471118905749,-118.211012124917,Chicago & Cesar Chavez Parking Lot,249 N Chicago St,98.41812896728516,Yes
34.0425338778155,-118.425424161113,Overland & Pico Parking Lot,2371 Overland Ave,54.58171844482422,Yes
34.1996058854818,-118.60047720264,Remmet & Gault Parking Lot,7117 Remmet Ave,242.7948303222656,No
34.0449048902207,-118.21348812499,1st & Chicago Parking Lot,2129 E 1st St,91.97795867919922,No
33.9854838695431,-118.46907816393,Venice & Pacific Parking Lot,200 N Venice Blvd,2.322073459625244,Yes
34.0748768874565,-118.323445145976,Larchmont & Beverly Parking Garage,218 N Larchmont Blvd,77.86068725585938,Yes
33.7389418513725,-118.285597113124,Mesa & 6th Parking Lot,396 W 6th St,23.6250171661377,Yes
33.9957178699261,-118.478139166069,Main & Rose Parking Lot,301 S Main St,10.19531917572021,Yes
34.1005068892319,-118.331216149597,Wilcox & Hollywood Parking Lot,1637 N Wilcox Ave,115.0727767944336,No
33.9615368763933,-118.292076131189,Vermont & 85th Parking Lot,8463 S Vermont Ave,44.18755340576172,Yes
34.1017348891006,-118.33889515101,Hollywood & Highland Parking Garage,6801 Hollywood Blvd,116.088737487793,Yes
34.1602408943684,-118.370641160842,Vineland & Lankershim Parking Lot,5000 N Vineland Ave,184.5511932373047,Yes
34.0483568778646,-118.441689164348,Santa Monica & Sepulveda Parking Lot,11010 Santa Monica Blvd,75.96063232421875,Yes
34.0397018822156,-118.341656145995,Washington & Palm Grove Parking Lot ,4702 W Washington Blvd,48.69643783569336,Yes
34.0396408822909,-118.340221145983,Claudina & Washington Parking Lot,4600 W Washington Blvd,49.1423454284668,Yes
34.0402488828417,-118.339790146278,Vineyard & Washington Parking Lot,4601 W Washington Blvd,50.06588745117188,Yes
34.1843198926676,-118.446677175935,San Fernando Valley Civic Center Parking Garage,6265 Sylmar Ave,215.5793914794922,Yes
34.0504098894179,-118.23693012989,Mangrove Parking Lot,414 E Temple St,82.1540298461914,Yes
34.0495348889797,-118.244346131106,Los Angeles & 2nd Parking Lot,237 S Los Angeles St,82.02857208251953,Yes
34.0432798879587,-118.248322130471,Maple & 7th Parking Garage,636 Maple Ave,76.63817596435547,Yes
33.987584869149,-118.47190516379,Pacific & Windward Parking Lot,1608 S Pacific Ave,5.295333862304688,No
34.1527448878556,-118.467050176354,Dickens & Sepulveda Parking Lot,15314 W Dickens St,219.1051940917969,No
34.0513738891283,-118.24025012989,Aiso Street Parking Garage,101 N Judge John Aiso St,83.37422180175781,Yes
34.005274879112,-118.331244141924,Degnan & 43rd Parking Lot,4318 Degnan Blvd,38.10527420043945,No
33.7379448515091,-118.288639113683,Pacific & 7th Parking Lot,528 W 7th St,28.90584182739258,No
34.151700888065,-118.454408174285,Ventura & Willis Parking Lot,14758 Ventura Blvd,206.3601379394531,Yes
34.2529458914095,-118.598911207066,Chatsworth Metrolink Station,10040 Old Depot Plaza Rd,294.1578369140625,Yes
34.229647891695,-118.544977196126,Northridge Metrolink Station,8801 Wilbur Ave,244.92431640625,Yes
34.2219789010637,-118.372287166734,Sun Valley Metrolink Station,8358 San Fernando Rd,252.1788330078125,Yes
34.2942049043747,-118.451952185887,Sylmar/San Fernando Metrolink Station,12200 Frank Modugno Dr,347.1383972167969,Yes
34.2104418951104,-118.448645178576,Van Nuys Amtrak/Metrolink Station,7700 Van Nuys Blvd,234.7346801757812,Yes
